"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","Language_family","line23_col","stratification_col","line4_col","line22_col"
"1035","Af51","xd232",NA,"Gagu","gagu1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1036","Af7","xd241",NA,"Bete","dalo1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1037","Ag14","xd249",NA,"Baga","mbul1258","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1038","Ag16","xd251",NA,"Banyun","bain1259","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1039","Ag19","xd254",NA,"Diola","ejam1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1040","Ag20","xd256",NA,"Papel","pape1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1041","Ag21","xd257",NA,"Bassari","bass1258","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1042","Ah39","xd330",NA,"Podokwo","park1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1043","Ai24","xd353",NA,"Mandja","manz1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1044","Ai35","xd365",NA,"Bongo","bong1285","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1045","Aj10","xd385",NA,"Acholi","dhop1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1046","Aj23","xd399",NA,"Plains Suk","east2420","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1047","Cd5","xd523",NA,"Shluh","susi1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1048","Cf3","xd538",NA,"Tristan da Cunha","stan1293","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1049","Ci2","xd578",NA,"Khevsur","xevs1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1050","Eb4","xd612",NA,"Dagur","daur1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1051","ec12","xd620",NA,"Nganasan","ngan1291","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1052","ec15","xd623",NA,"Mansi","mans1258","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1053","ec20","xd629",NA,"Oroch","oroc1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1054","ec21","xd630",NA,"Udihe","udih1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1055","Ed4","xd647",NA,"Miao","horn1235","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1056","Eg1","xd672",NA,"Chenchu","chen1255","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1057","Eg13","xd676",NA,"Muria Gond","west2408","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1058","Eg9","xd685",NA,"Baiga","chha1249","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1059","Eh1","xd686",NA,"Andamanese","akab1249","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1060","Eh4","xd690",NA,"Vedda","vedd1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1061","Eh5","xd691",NA,"Nicobarese","carn1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1062","Ej16","xd723",NA,"Negri Sembilan","nege1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1063","Ej3","xd725",NA,"Semang","kens1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1064","Ej6","xd728",NA,"Moken","moke1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1065","Ej7","xd729",NA,"Akha","akha1245","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1066","Ia4","xd744",NA,"Subanun","cent2089","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1067","Ib8","xd757",NA,"Anak Dalam","kubu1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1068","Ic12","xd762",NA,"Sumbawanese","sumb1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1069","Id1","xd772",NA,"Northern Aranda","east2379","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1070","Id10","xd773",NA,"Walbiri","warl1254","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1071","Id11","xd774",NA,"Gidjingali","gunn1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1072","Id12","xd775",NA,"Yir Yoront","jirj1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1073","Id13","xd776",NA,"Anindilyagwa","anin1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1074","Id2","xd777",NA,"Yolngu, Dhuwal","dhuw1249","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1075","Id4","xd779",NA,"Diyari","dier1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1076","Id5","xd780",NA,"Kariyarra","kari1304","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1077","Id6","xd781",NA,"Wikmunkan","wikm1247","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1078","Id8","xd783",NA,"Tasmanians (northwestern)","port1278","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1079","Id9","xd784",NA,"Ngiyambaa","wang1291","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1080","Ie11","xd787",NA,"Kakoli","umbu1258","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1081","Ie12","xd788",NA,"Kwoma","kwom1262","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1082","Ie13","xd789",NA,"Kiwai","sout2949","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1083","Ie16","xd792",NA,"Kutubu","foii1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1084","Ie18","xd794",NA,"Kimam","kima1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1085","Ie19","xd795",NA,"Marind-Amin","nucl1622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1086","Ie2","xd796",NA,"Wantoat","want1252","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1087","Ie21","xd798",NA,"Mailu","mail1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1088","Ie23","xd800",NA,"Muju","sout2940","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1089","Ie27","xd804",NA,"Banaro","bana1292","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1090","Ie29","xd806",NA,"Manam","mana1295","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1091","Ie3","xd807",NA,"Arapesh","buki1249","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1092","Ie30","xd808",NA,"Mimika","kamo1255","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1093","Ie33","xd811",NA,"Soromadja","nucl1595","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1094","Ie38","xd816",NA,"Dani","midg1235","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1095","Ie4","xd818",NA,"Wogeo","woge1237","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1096","Ie5","xd819",NA,"Keraki","namb1293","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1097","If12","xd827",NA,"Bikinians","rali1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1098","If15","xd830",NA,"Carolinians","caro1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1099","If16","xd831",NA,"Lamotrek","lamo1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1100","If4","xd835",NA,"Ifaluk","nucl1479","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1101","If8","xd839",NA,"Chamorro","cham1312","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1102","Ig10","xd842",NA,"Usiai","lele1270","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1103","Ig21","xd854",NA,"Tangu","tang1348","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1104","Ig6","xd858",NA,"Ulawans","saaa1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1105","Ih8","xd874",NA,"Vanua Levu","nort2843","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1106","Ii6","xd885",NA,"Tokelau","toke1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1107","Ij5","xd894",NA,"Raroians","tuam1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1108","Na1","xd1026",NA,"Nabesna","uppe1437","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1109","Na13","xd1030",NA,"Baffin Island Inuit","baff1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1110","Na14","xd1031",NA,"Inughuit (Northern Greenland)","pola1254","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1111","Na15","xd1032",NA,"Tlicho","dogr1252","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1112","Na16","xd1033",NA,"Délįne","nort2942","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1113","Na17","xd1034",NA,"DeneTha","sout2959","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1114","Na21","xd1038",NA,"Caribou Inuit","cari1277","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1115","Na23","xd1039",NA,"Labrador Inuit","labr1244","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1116","Na28","xd1044",NA,"Sekani","seka1250","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1117","Na29","xd1045",NA,"Beaver","beav1236","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1118","Na30","xd1046",NA,"Dene","chip1261","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1119","Na31","xd1047",NA,"Eastern Cree","sout2978","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1120","Na32","xd1048",NA,"Montagnais","mont1268","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1121","Na33","xd1049",NA,"Northern Saulteaux","alba1270","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1122","Na34","xd1050",NA,"Pekangekum","lacs1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1123","Na35","xd1051",NA,"Nipigon","cent2136","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1124","Na36","xd1052",NA,"Minnesota Ojibwa","redl1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1125","Na37","xd1053",NA,"Rainy River Ojibwe","rain1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1126","Na38","xd1054",NA,"Katikitegon","uppe1274","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1127","Na39","xd1055",NA,"Eastern Ojibwa","east2542","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1128","Na4","xd1056",NA,"Kaska","kask1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1129","Na40","xd1057",NA,"Ottawa","otta1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1130","Na41","xd1058",NA,"Mi'kmaq","mikm1235","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1131","Na44","xd1061",NA,"Taqagmiut","queb1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1132","Na45","xd1062",NA,"Mistissini Cree","sout2978","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1133","Na5","xd1063",NA,"Naskapi","nask1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1134","Na7","xd1065",NA,"Attawapiskat Cree","swam1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1135","Nc15","xd1113",NA,"Coast Yuki","yuki1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1136","Nc16","xd1114",NA,"Huchnom","yuki1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1137","Nc2","xd1118",NA,"Tübalulabal","tuba1278","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1138","Nc30","xd1130",NA,"Serrano","serr1255","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1139","Nc31","xd1131",NA,"Cahuilla (Desert)","cahu1264","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1140","Nc32","xd1132",NA,"Cupeño","cupe1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1141","Nc33","xd1133",NA,"Luiseño","luis1253","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1142","Nc34","xd1134",NA,"Kiliwa","kili1268","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1143","Nc5","xd1136",NA,"Central Sierra Miwok","cent2140","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1144","Nd13","xd1145",NA,"Kalispel","kali1309","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1145","Nd15","xd1147",NA,"Sinkaitk","sout2963","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1146","Nd21","xd1154",NA,"Tagotoka","nort1551","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1147","Nd22","xd1155",NA,"Wadadokado","nort1551","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1148","Nd23","xd1156",NA,"Atsakudokwa","nort1551","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1149","Nd24","xd1157",NA,"Kidutokado","nort1551","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1150","Nd25","xd1158",NA,"Sawakudokwa","nort1551","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1151","Nd26","xd992",NA,"Wadatkuht","sout2967","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1152","Nd27","xd1160",NA,"Kuyuidokado","sout2967","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1153","Nd28","xd1161",NA,"Toedokado","sout2967","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1154","Nd29","xd1162",NA,"Tunava (Deep Springs and Fish Lake)","mono1275","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1155","Nd30","xd1164",NA,"Eastern Mono","mono1275","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1156","Nd31","xd1165",NA,"Koso","pana1305","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1157","Nd32","xd1166",NA,"Tümpisa Shoshone (Saline and Panamint)","pana1305","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1158","Nd33","xd1167",NA,"Beatty","pana1305","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1159","Nd34","xd1168",NA,"Lida Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1160","Nd35","xd1169",NA,"Mahaguaduka","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1161","Nd36","xd1170",NA,"Wiyambituka","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1162","Nd37","xd1171",NA,"Railroad Valley Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1163","Nd38","xd1172",NA,"Ely Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1164","Nd39","xd995",NA,"Spring Valley Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1165","Nd4","xd1174",NA,"Sanpoil","sanp1257","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1166","Nd40","xd1175",NA,"Tubaduka","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1167","Nd41","xd1176",NA,"Wadaduka","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1168","Nd42","xd1177",NA,"Elko Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1169","Nd43","xd1178",NA,"White Knife Shoshoni","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1170","Nd44","xd1179",NA,"Yahanduka","west2622","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1171","Nd46","xd1182",NA,"Agaiduka","nort2955","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1172","Nd47","xd1181",NA,"Tukudika","nort2955","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1173","Nd48","xd1183",NA,"Gosiute","gosi1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1174","Nd5","xd1185",NA,"Hukundika","nort2955","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1175","Nd54","xd1190",NA,"Chemehuevi","chem1251","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1176","Nd64","xd1201",NA,"Wind River Eastern Shoshone","nort2955","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1177","Nd66","xd1203",NA,"Yavapai","yava1252","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1178","Nd67","xd1204",NA,"Tolkepaya","yava1252","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1179","Ne1","xd1208",NA,"Gros Ventre","gros1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1180","Ne11","xd1210",NA,"Assiniboine","assi1247","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1181","Ne14","xd1213",NA,"Bungi","west1510","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1182","Ne15","xd1214",NA,"Hidatsa","hida1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1183","Ne16","xd1215",NA,"Karankawa","kara1289","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1184","Ne2","xd1219",NA,"Kiowa Apache","kiow1264","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1185","Ne20","xd1220",NA,"Santee","dako1258","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1186","Ne4","xd1223",NA,"Crow","crow1244","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1187","Ne6","xd1225",NA,"Mandan","mand1446","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1188","Ne7","xd1226",NA,"Sarcee","sars1236","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1189","Ne9","xd1228",NA,"Arapaho","arap1274","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1190","Nf2","xd1236",NA,"Ho Chunk","hoch1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1191","Nf5","xd1239",NA,"Wichita","wich1260","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1192","Ng10","xd1245",NA,"Seneca","sene1264","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1193","Ng2","xd1251",NA,"Seminole","mika1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1194","Ng4","xd1253",NA,"Penobscot","peno1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1195","Ng5","xd1254",NA,"Cherokee","cher1273","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1196","Ng9","xd1258",NA,"Catawba","cata1286","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1197","Nh1","xd1259",NA,"Chiricahua","mesc1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1198","Nh10","xd1260",NA,"Isleta","sout2961","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1199","Nh13","xd1263",NA,"Acoma","acom1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1200","Nh14","xd1264",NA,"Laguna","acom1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1201","Nh16","xd1266",NA,"Jicarilla","jica1244","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1202","Nh2","xd1270",NA,"Hano","ariz1237","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1203","Nh23","xd1274",NA,"Kewyipaya","yava1252","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1204","Nh24","xd1275",NA,"Lipan Apache","lipa1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1205","Nh25","xd1276",NA,"Sia","ziaa1251","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1206","Nh5","xd1281",NA,"Maricopa","mari1440","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1207","Nh7","xd1283",NA,"Cochiti","coch1273","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1208","Nh8","xd1284",NA,"Jemez","jeme1245","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1209","Nh9","xd1285",NA,"Picuris","picu1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1210","Ni2","xd1287",NA,"Tohono O'odham","toho1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1211","Ni5","xd1290",NA,"Chichimeca","chic1272","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1212","Nj3","xd1302",NA,"Sierra Popoluca","high1276","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1213","Nj6","xd1305",NA,"Huave","sanm1287","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1214","Nj9","xd1308",NA,"Tlaxcalans","cent2132","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1215","Sa5","xd1321",NA,"Bribri","brib1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1216","Sb4","xd1329",NA,"Cariña","taba1267","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1217","Sb5","xd1330",NA,"Paraujano","para1316","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1218","Sb7","xd1332",NA,"Yupa","yukp1241","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1219","Sc13","xd1339",NA,"Panare","enap1235","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1220","Sc17","xd1343",NA,"Piapoco","piap1246","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1221","Sc18","xd1344",NA,"Ndyuka","ndyu1242","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1222","Sc3","xd1346",NA,"Barama River Carib","mura1272","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1223","Sc5","xd1348",NA,"Wapishana","wapi1253","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1224","Sc6","xd1349",NA,"Saramaccan","sara1340","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1225","Sc7","xd1350",NA,"Yabarana","yaba1248","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1226","Sc9","xd1352",NA,"Curripaco","curr1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1227","Sd1","xd1353",NA,"Munduruku","mund1330","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1228","Sd3","xd1355",NA,"Palikur","pali1279","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1229","Sd4","xd1356",NA,"Guaica","yano1262","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1230","Sd5","xd1357",NA,"Sateré Mawé","sate1243","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1231","Sd6","xd1358",NA,"Shiriana","nina1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1232","Sd7","xd1359",NA,"Wai-wai","waiw1244","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1233","Sd8","xd1360",NA,"Sanema","sanu1240","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1234","Sd9","xd1361",NA,"Yanomami","yano1261","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1235","Se11","xd1364",NA,"Chácobo","chac1251","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1236","Se3","xd1367",NA,"Shuar","shua1257","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1237","Sf7","xd1380",NA,"Asháninka","ajyi1238","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1238","Sh1","xd1388",NA,"Wichí","wich1264","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1239","Sh5","xd1392",NA,"Choroti","iyow1239","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
"1240","Sh9","xd1396",NA,"Lengua","nort2971","1",NA,NA,NA,NA,NA,NA,NA,"#5E9AC4",NA,NA
